imdb_code,title,release_year,release_month,release_day,budget_$,domestic_box_office_$,worldwide_box_office_$
No_code,Avengers: Endgame,2019,Apr,23,400000000,858373000,2797800564
No_code,Pirates of the Caribbean: On Stranger Tides,2011,May,20,379000000,241071802,1045713802
No_code,Avengers: Age of Ultron,2015,Apr,22,365000000,459005868,1395316979
No_code,Star Wars Ep. VII: The Force Awakens,2015,Dec,16,306000000,936662225,2064615817
No_code,Avengers: Infinity War,2018,Apr,25,300000000,678815482,2044540523
No_code,Pirates of the Caribbean: At World’s End,2007,May,24,300000000,309420425,960996492
No_code,Justice League,2017,Nov,13,300000000,229024295,655945209
No_code,Spectre,2015,Oct,6,300000000,200074175,879500760
No_code,Star Wars: The Rise of Skywalker,2019,Dec,18,275000000,515202542,1072848487
No_code,Solo: A Star Wars Story,2018,May,23,275000000,213767512,393151347
No_code,John Carter,2012,Mar,7,263700000,73058679,282778100
No_code,Batman v Superman: Dawn of Justice,2016,Mar,23,263000000,330360194,872395091
No_code,The Lion King,2019,Jul,11,260000000,543638043,1654367425
No_code,Tangled,2010,Nov,24,260000000,200821936,584899819
No_code,Spider-Man 3,2007,May,4,258000000,336530303,894860230
No_code,Captain America: Civil War,2016,Apr,22,250000000,408084349,1151918521
No_code,Harry Potter and the Half-Blood Prince,2009,Jul,15,250000000,302089278,930673167
No_code,The Hobbit: The Desolation of Smaug,2013,Dec,12,250000000,258241522,959358436
No_code,The Hobbit: The Battle of the Five Armies,2014,Dec,10,250000000,255119788,941560732
No_code,The Fate of the Furious,2017,Apr,7,250000000,225764765,1236703796
No_code,No Time to Die,2021,Sep,30,250000000,0,457
No_code,Avatar,2009,Dec,17,237000000,760507625,2845899541
No_code,The Dark Knight Rises,2012,Jul,19,230000000,448139099,1082228107
No_code,Pirates of the Caribbean: Dead Men Tell No Tales,2017,May,23,230000000,172558876,794861794
No_code,Quantum of Solace,2008,Nov,14,230000000,169368427,591692078
No_code,The Avengers,2012,Apr,25,225000000,623357910,1515100211
No_code,Man of Steel,2013,Jun,14,225000000,291045518,667999518
No_code,The Chronicles of Narnia: Prince Caspian,2008,May,16,225000000,141621490,417341288
No_code,The Lone Ranger,2013,Jul,2,225000000,89302115,260002115
No_code,The Amazing Spider-Man,2012,Jun,27,220000000,262030663,757890267
No_code,Battleship,2012,Apr,11,220000000,65233400,313477717
No_code,Transformers: The Last Knight,2017,Jun,20,217000000,130168683,602893340
No_code,Jurassic World,2015,Jun,9,215000000,652306625,1669979967
No_code,Men in Black 3,2012,May,23,215000000,179020854,654213485
No_code,Transformers: Revenge of the Fallen,2009,Jun,24,210000000,402111870,836519699
No_code,Transformers: Age of Extinction,2014,Jun,25,210000000,245439076,1104054072
No_code,Robin Hood,2010,May,14,210000000,105487148,322459006
No_code,The Golden Compass,2007,Dec,7,205000000,70107728,367262558
No_code,Tenet,2020,Aug,26,205000000,57929000,361875852
No_code,Black Panther,2018,Feb,13,200000000,700059566,1336494321
No_code,Star Wars Ep. VIII: The Last Jedi,2017,Dec,13,200000000,620181382,1331635141
No_code,Incredibles 2,2018,Jun,15,200000000,608581744,1242805359
No_code,Rogue One: A Star Wars Story,2016,Dec,14,200000000,532177324,1055135598
No_code,Finding Dory,2016,Jun,16,200000000,486295561,1025006125
No_code,Toy Story 4,2019,Jun,20,200000000,434038008,1073080329
No_code,Toy Story 3,2010,Jun,18,200000000,415004880,1068879522
No_code,Iron Man 3,2013,Apr,24,200000000,408992272,1215392272
No_code,Guardians of the Galaxy Vol 2,2017,Apr,28,200000000,389813101,869113101
No_code,Alice in Wonderland,2010,Mar,4,200000000,334191110,1025491110
No_code,Skyfall,2012,Oct,26,200000000,304360277,1110526981
No_code,The Hobbit: An Unexpected Journey,2012,Dec,11,200000000,303003568,1014938545
No_code,Monsters University,2013,Jun,21,200000000,268488329,743455810
No_code,Oz the Great and Powerful,2013,Mar,8,200000000,234770996,490359051
No_code,X-Men: Days of Future Past,2014,May,21,200000000,233921534,747862775
No_code,The Amazing Spider-Man 2,2014,Apr,16,200000000,202853933,708996336
No_code,Cars 2,2011,Jun,23,200000000,191450875,560155383
No_code,Black Widow,2021,Jul,7,200000000,183385207,370334457
No_code,Fast & Furious Presents: Hobbs & Shaw,2019,Jul,31,200000000,173956935,760381706
No_code,Tron: Legacy,2010,Dec,17,200000000,172062763,399866199
No_code,2012,2009,Nov,12,200000000,166112167,757677748
No_code,Fantastic Beasts: The Crimes of Grindelwald,2018,Nov,14,200000000,159555901,651280475
No_code,Terminator Salvation,2009,May,21,200000000,125322469,365491792
No_code,Green Lantern,2011,Jun,17,200000000,116601172,219535492
No_code,Prince of Persia: Sands of Time,2010,May,28,200000000,90759676,336359676
No_code,Dark Phoenix,2019,Jun,5,200000000,65845974,246356895
No_code,Onward,2020,Feb,28,200000000,61555145,133314396
No_code,Wonder Woman 1984,2020,Dec,16,200000000,46530051,166089247
No_code,Mulan,2020,Sep,4,200000000,0,69965374
No_code,Eternals,2021,Oct,28,200000000,0,0
No_code,Transformers: Dark of the Moon,2011,Jun,29,195000000,352390543,1123794079
No_code,The Mummy,2017,Jun,2,195000000,80101125,409953905
No_code,Jack the Giant Slayer,2013,Feb,27,195000000,65187603,197687603
No_code,Furious 7,2015,Apr,1,190000000,353007020,1516881526
No_code,Star Trek Into Darkness,2013,May,16,190000000,228778661,467381584
No_code,World War Z,2013,Jun,19,190000000,202706711,531861650
No_code,The Great Gatsby,2013,May,10,190000000,144840419,353640419
No_code,Disney’s A Christmas Carol,2009,Nov,6,190000000,137855863,315709697
No_code,Pacific Rim,2013,Jul,11,190000000,101802906,411002906
No_code,The Good Dinosaur,2015,Nov,25,187500000,123087120,333771037
No_code,Iron Man,2008,May,2,186000000,318604126,585171547
No_code,The Dark Knight,2008,Jul,11,185000000,533720947,999046281
No_code,Indiana Jones and the Kingdom of the Crystal Skull,2008,May,22,185000000,317101119,786635413
No_code,Brave,2012,Jun,21,185000000,237282182,554606532
No_code,Kong: Skull Island,2017,Feb,23,185000000,168052812,561072059
No_code,Star Trek Beyond,2016,Jul,21,185000000,158848340,335673708
No_code,Maleficent: Mistress of Evil,2019,Oct,17,185000000,113929605,489346495
No_code,Blade Runner 2049,2017,Sep,29,185000000,92054159,259238971
No_code,Terminator: Dark Fate,2019,Oct,25,185000000,62253077,250372367
No_code,The Suicide Squad,2021,Jul,28,185000000,55570323,166470323
No_code,Aladdin,2019,May,22,182000000,355559216,1046649706
No_code,Thor: Ragnarok,2017,Oct,25,180000000,315058289,850482778
No_code,Maleficent,2014,May,28,180000000,241407328,758536735
No_code,Fantastic Beasts and Where to Find Them,2016,Nov,14,180000000,234037575,811724385
No_code,WALL-E,2008,Jun,27,180000000,223808164,532508025
No_code,Rush Hour 3,2007,Aug,10,180000000,140125968,256585882
No_code,The Legend of Tarzan,2016,Jun,27,180000000,126643061,348902025
No_code,Hugo,2011,Nov,23,180000000,73864507,180047784
No_code,Valerian and the City of a Thousand Planets,2017,Jul,20,180000000,40479370,215098356
No_code,Jupiter Ascending,2015,Feb,6,179000000,47482519,181982519
No_code,Mission: Impossible—Fallout,2018,Jul,16,178000000,220159104,787176729
No_code,X-Men: Apocalypse,2016,May,18,178000000,155442489,542537546
No_code,The Meg,2018,Aug,9,178000000,145443742,527370715
No_code,Edge of Tomorrow,2014,May,28,178000000,100206256,367028980
No_code,Captain Marvel,2019,Mar,6,175000000,426829839,1129727388
No_code,The Jungle Book,2016,Apr,7,175000000,364001123,953554418
No_code,Inside Out,2015,Jun,12,175000000,356461711,855038387
No_code,Spider-Man: Homecoming,2017,Jul,5,175000000,334201140,880166350
No_code,Suicide Squad,2016,Aug,2,175000000,325100054,746719389
No_code,Up,2009,May,28,175000000,293004164,731463377
No_code,Coco,2017,Oct,27,175000000,210460015,798237597
No_code,Ralph Breaks The Internet,2018,Nov,21,175000000,201091711,529290830
No_code,Monsters vs. Aliens,2009,Mar,27,175000000,198351526,381687380
No_code,Cars 3,2017,Jun,16,175000000,152901115,383541369
No_code,G.I. Joe: The Rise of Cobra,2009,Aug,7,175000000,150201498,302469017
No_code,The Mummy: Tomb of the Dragon Emperor,2008,Aug,1,175000000,102491776,405760225
No_code,Evan Almighty,2007,Jun,22,175000000,100289690,174131329
No_code,Dolittle,2020,Jan,8,175000000,77047065,251409402
No_code,King Arthur: Legend of the Sword,2017,May,11,175000000,39175066,139630336
No_code,47 Ronin,2013,Dec,6,175000000,38362475,151716815
No_code,Jurassic World: Fallen Kingdom,2018,Jun,6,170000000,417719760,1308334005
No_code,Guardians of the Galaxy,2014,Jul,31,170000000,333714112,770882395
No_code,Iron Man 2,2010,May,7,170000000,312433331,621156389
No_code,Captain America: The Winter Soldier,2014,Mar,28,170000000,259746958,714401889
No_code,Dawn of the Planet of the Apes,2014,Jul,9,170000000,208545589,710644566
No_code,Snow White and the Huntsman,2012,May,30,170000000,155136755,401021746
No_code,Dumbo,2019,Mar,27,170000000,114766307,353166307
No_code,Godzilla: King of the Monsters,2019,May,29,170000000,110500138,383299915
No_code,Tomorrowland,2015,May,20,170000000,93436322,206627518
No_code,Alita: Battle Angel,2019,Feb,1,170000000,85838210,401900040
No_code,Alice Through the Looking Glass,2016,May,20,170000000,77042381,276928112
No_code,Shrek Forever After,2010,May,21,165000000,238736787,756244673
No_code,Doctor Strange,2016,Oct,24,165000000,232641920,676354481
No_code,Big Hero 6,2014,Oct,25,165000000,222527828,649657407
No_code,How to Train Your Dragon,2010,Mar,26,165000000,217581232,494870992
No_code,Wreck-It Ralph,2012,Nov,1,165000000,189412677,496511521
No_code,Interstellar,2014,Nov,5,165000000,188017894,651994868
No_code,Independence Day: Resurgence,2016,Jun,22,165000000,103144286,384169424
No_code,Dune,2021,Sep,15,165000000,0,37725810
No_code,Cowboys and Aliens,2011,Jul,29,163000000,100368560,176038324
No_code,Beauty and the Beast,2017,Mar,16,160000000,504014165,1255080655
No_code,Spider-Man: Far From Home,2019,Jun,27,160000000,390532085,1131113066
No_code,Aquaman,2018,Dec,6,160000000,335061807,1143758700
No_code,Shrek the Third,2007,May,17,160000000,322719944,807330936
No_code,Inception,2010,Jul,16,160000000,292576195,728582465
No_code,The Hunger Games: Mockingjay - Part 2,2015,Nov,18,160000000,281723902,648986787
No_code,Fast and Furious 6,2013,May,17,160000000,238679850,789300444
No_code,Godzilla,2014,May,14,160000000,200676069,529076069
No_code,X-Men: First Class,2011,Jun,3,160000000,146408305,355408305
No_code,The Curious Case of Benjamin Button,2008,Dec,25,160000000,127509326,329631958
No_code,The Sorcerer's Apprentice,2010,Jul,14,160000000,63150991,217986320
No_code,Warcraft,2016,May,25,160000000,47365290,438899824
No_code,The Irishman,2019,Nov,1,159000000,0,910234
No_code,Deepwater Horizon,2016,Sep,29,156000000,61433527,122603824
No_code,The Chronicles of Narnia: The Voyage of the Daw…,2010,Dec,10,155000000,104386950,418186950
No_code,Godzilla vs. Kong,2021,Mar,25,155000000,100563133,467826620
No_code,Terminator: Genisys,2015,Jun,24,155000000,89760956,432150894
No_code,Pacific Rim: Uprising,2018,Mar,16,155000000,59874525,290930148
No_code,War for the Planet of the Apes,2017,Jul,14,152000000,146880162,489592267
No_code,Transformers,2007,Jul,2,151000000,319246193,708272592
No_code,Frozen II,2019,Nov,20,150000000,477373578,1446925396
No_code,Wonder Woman,2017,May,29,150000000,412563408,818058221
No_code,Frozen,2013,Nov,22,150000000,400953009,1266648320
No_code,Zootopia,2016,Feb,10,150000000,341268248,1005304638
No_code,Harry Potter and the Order of the Phoenix,2007,Jul,11,150000000,292137260,940743940
No_code,I am Legend,2007,Dec,14,150000000,256393010,585532684
No_code,Moana,2016,Jan,27,150000000,248757044,635245959
No_code,Hancock,2008,Jul,1,150000000,227946274,624234272
No_code,Ratatouille,2007,Jun,29,150000000,206445654,626549695
No_code,Thor: The Dark World,2013,Oct,30,150000000,206362140,644602516
No_code,Mission: Impossible—Rogue Nation,2015,Jul,29,150000000,195042377,688858992
No_code,Dunkirk,2017,Jul,18,150000000,190068280,519452014
No_code,Thor,2011,Apr,29,150000000,181030624,449326618
No_code,Madagascar: Escape 2 Africa,2008,Nov,7,150000000,180174880,599680774
No_code,X-Men Origins: Wolverine,2009,May,1,150000000,179883157,374825760
No_code,Night at the Museum: Battle of the Smithsonian,2009,May,22,150000000,177243721,402231063
No_code,Shang-Chi and the Legend of the Ten Rings,2021,Sep,1,150000000,176864306,288864306
No_code,Kung Fu Panda 2,2011,May,26,150000000,165249063,664837547
No_code,Mad Max: Fury Road,2015,May,14,150000000,153636354,367457874
No_code,Pokémon: Detective Pikachu,2019,May,3,150000000,144105346,431947558
No_code,Ready Player One,2018,Mar,20,150000000,137690172,579055653
No_code,Angels & Demons,2009,May,15,150000000,133375846,490875846
No_code,The Last Airbender,2010,Jul,1,150000000,131772187,319713881
No_code,Bee Movie,2007,Nov,2,150000000,126631277,287594577
No_code,G-Force,2009,Jul,24,150000000,119436770,292817841
No_code,Bolt,2008,Nov,21,150000000,114053579,328015029
No_code,Wrath of the Titans,2012,Mar,28,150000000,83670083,305270083
No_code,Beowulf,2007,Nov,16,150000000,82280579,195080579
No_code,Dark Shadows,2012,May,9,150000000,79727149,238202668
No_code,White House Down,2013,Jun,28,150000000,73103784,205440387
No_code,Space Jam: A New Legacy,2021,Jul,15,150000000,70355073,156955073
No_code,The Wolfman,2010,Feb,12,150000000,62189884,142634358
No_code,The Great Wall,2016,Dec,15,150000000,45157105,334486852
No_code,Pan,2015,Sep,25,150000000,35088320,151525973
No_code,Mars Needs Moms,2011,Mar,11,150000000,21392758,39549758
No_code,Red Notice,2021,Nov,12,150000000,0,0
No_code,Moonfall,2022,Feb,3,150000000,0,0
No_code,Madagascar 3: Europe's Most Wanted,2012,Jun,8,145000000,216391482,746921271
No_code,Mission: Impossible—Ghost Protocol,2011,Dec,14,145000000,209397903,694713230
No_code,How to Train Your Dragon 2,2014,Jun,5,145000000,177002924,614586270
No_code,Mr. Peabody & Sherman,2014,Feb,20,145000000,111506430,269806430
No_code,Rise of the Guardians,2012,Nov,20,145000000,103412758,306900902
No_code,Ghostbusters,2016,Jul,13,144000000,128350574,229008658
No_code,Star Trek,2009,May,8,140000000,257730019,386839614
No_code,Captain America: The First Avenger,2011,Jul,22,140000000,176654505,370569776
No_code,Kung Fu Panda 3,2016,Jan,23,140000000,143528619,521170825
No_code,G.I. Joe: Retaliation,2013,Mar,27,140000000,122523060,375740705
No_code,Exodus: Gods and Kings,2014,Dec,5,140000000,65014513,268314513
No_code,The BFG,2016,Jun,30,140000000,55483770,199646680
No_code,Gemini Man,2019,Oct,3,140000000,48546770,166623705
No_code,Gods of Egypt,2016,Feb,24,140000000,31153464,138836756
No_code,Top Gun: Maverick,2022,May,27,140000000,0,0
No_code,Watchmen,2009,Mar,6,138000000,107509799,186976250
No_code,The Incredible Hulk,2008,Jun,13,137500000,134806913,265573859
No_code,"The Twilight Saga: Breaking Dawn, Part 2",2012,Nov,14,136200000,292324737,829724737
No_code,The Croods,2013,Mar,15,135000000,187168425,573068425
No_code,The Revenant,2015,Dec,25,135000000,183637894,532938302
No_code,Rango,2011,Mar,4,135000000,123477607,245724600
No_code,Turbo,2013,Jul,17,135000000,83028130,286896578
No_code,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Jun,2,135000000,82051601,245328374
No_code,Happy Feet Two,2011,Nov,18,135000000,64006466,157956466
No_code,The Nutcracker and the Four Realms,2018,Oct,31,132900000,54858851,170024300
No_code,Penguins of Madagascar,2014,Nov,26,132000000,83350911,366942531
No_code,The Hunger Games: Catching Fire,2013,Nov,15,130000000,424668047,864868047
No_code,The Bourne Ultimatum,2007,Aug,3,130000000,227471070,444043396
No_code,Ant-Man and the Wasp,2018,Jul,3,130000000,216648740,623144660
No_code,Kung Fu Panda,2008,Jun,6,130000000,215434591,631910531
No_code,Ant-Man,2015,Jul,14,130000000,180202163,518858449
No_code,Home,2015,Mar,19,130000000,177397510,385997896
No_code,Mary Poppins Returns,2018,Dec,19,130000000,171958438,348901032
No_code,Puss in Boots,2011,Oct,28,130000000,149260504,554987477
No_code,Megamind,2010,Nov,5,130000000,148415853,321887208
No_code,Rio 2,2014,Mar,20,130000000,131538435,492846291
No_code,Salt,2010,Jul,23,130000000,118311368,290650494
No_code,Noah,2014,Mar,27,130000000,101200044,352831065
No_code,The Adventures of Tintin,2011,Oct,28,130000000,77591831,373993951
No_code,After Earth,2013,May,31,130000000,60522097,251499665
No_code,Australia,2008,Nov,26,130000000,49554002,215080810
No_code,R.I.P.D.,2013,Jul,19,130000000,33618855,79076678
No_code,How to Train Your Dragon: The Hidden World,2019,Jan,3,129000000,160799505,522747474
No_code,"The Twilight Saga: Breaking Dawn, Part 1",2011,Nov,18,127500000,281287133,689420051
No_code,Logan,2017,Feb,23,127000000,226277068,614202315
No_code,Night at the Museum: Secret of the Tomb,2014,Dec,18,127000000,113746621,353756621
No_code,Harry Potter and the Deathly Hallows: Part II,2011,Jul,13,125000000,381193157,1334392544
No_code,The Hunger Games: Mockingjay - Part 1,2014,Nov,19,125000000,337135885,766575131
No_code,Jumanji: The Next Level,2019,Dec,4,125000000,316831246,800128637
No_code,Harry Potter and the Deathly Hallows: Part I,2010,Nov,17,125000000,296131568,955371891
No_code,Fast Five,2011,Apr,21,125000000,210031325,630163454
No_code,Teenage Mutant Ninja Turtles,2014,Aug,8,125000000,191204754,485004754
No_code,Sherlock Holmes: A Game of Shadows,2011,Dec,16,125000000,186848418,535663443
No_code,The Boss Baby,2017,Mar,17,125000000,175003033,527965936
No_code,Clash of the Titans,2010,Apr,1,125000000,163214888,493214888
No_code,Trolls,2016,Oct,12,125000000,153707064,343242613
No_code,Prometheus,2012,May,30,125000000,126477084,402448265
No_code,The Bourne Legacy,2012,Aug,10,125000000,113203870,280355920
No_code,Skyscraper,2018,Jul,5,125000000,68420120,304868961
No_code,The Call of the Wild,2020,Jan,3,125000000,62342368,107360936
No_code,Total Recall,2012,Aug,3,125000000,58877969,211856088
No_code,Assassin’s Creed,2016,Dec,21,125000000,54647948,240759682
No_code,Monster Trucks,2016,Dec,29,125000000,33370166,61642798
No_code,Jason Bourne,2016,Jul,20,120000000,162192920,416168316
No_code,Fantastic Four: Rise of the Silver Surfer,2007,Jun,15,120000000,131921738,289480691
No_code,Life of Pi,2012,Nov,21,120000000,124987022,619310368
No_code,Ghost Rider,2007,Feb,16,120000000,115802596,229545589
No_code,Rampage,2018,Apr,9,120000000,101028233,427947217
No_code,Elysium,2013,Aug,9,120000000,93050117,286192091
No_code,Oblivion,2013,Apr,19,120000000,89107235,287916633
No_code,Power Rangers,2017,Mar,24,120000000,85364450,142531552
No_code,RoboCop,2014,Feb,12,120000000,58607007,242981799
No_code,The Fantastic Four,2015,Aug,5,120000000,56117548,167849187
No_code,Speed Racer,2008,May,9,120000000,43945766,93394462
No_code,How Do You Know?,2010,Dec,17,120000000,30212620,49628177
No_code,Knight and Day,2010,Jun,23,117000000,76423035,258751370
No_code,Tang Ren Jie Tan An 3,2021,Jan,25,117000000,0,699084069
No_code,Venom,2018,Oct,2,116000000,213511408,853530899
No_code,The Wolverine,2013,Jul,26,115000000,132556852,416456852
No_code,The Huntsman: Winter’s War,2016,Apr,6,115000000,48003015,165149302
No_code,Astérix aux Jeux Olympiques,2008,Jul,4,113500000,999811,132999811
No_code,Gulliver's Travels,2010,Dec,24,112000000,42779261,232017848
No_code,Ferdinand,2017,Dec,8,111000000,84410380,289838913
No_code,Deadpool 2,2018,May,11,110000000,324591735,786362370
No_code,Gravity,2013,Oct,3,110000000,274092705,689742192
No_code,San Andreas,2015,May,27,110000000,155190832,456258539
No_code,The Smurfs,2011,Jul,29,110000000,142614158,563749323
No_code,Live Free or Die Hard,2007,Jun,27,110000000,134529403,382288147
No_code,The Divergent Series: Insurgent,2015,Mar,18,110000000,130179072,295075882
No_code,300: Rise of an Empire,2014,Mar,7,110000000,106580051,330780051
No_code,Passengers,2016,Dec,21,110000000,100014699,302239672
No_code,The Green Hornet,2011,Jan,14,110000000,98780042,229155503
No_code,Miss Peregrine’s Home for Peculiar Children,2016,Sep,21,110000000,87242834,295986876
No_code,Real Steel,2011,Oct,7,110000000,85463309,263880341
No_code,Men in Black: International,2019,Jun,12,110000000,80001807,253020464
No_code,The A-Team,2010,Jun,11,110000000,77222099,177241171
No_code,The Smurfs 2,2013,Jul,31,110000000,71017784,348547523
No_code,The Divergent Series: Allegiant,2016,Mar,9,110000000,66184051,172022517
No_code,The Taking of Pelham 123,2009,Jun,12,110000000,65452312,152364370
No_code,Ender's Game,2013,Oct,25,110000000,61737191,127983283
No_code,Ghost in the Shell,2017,Mar,23,110000000,40563557,167910690
No_code,The Martian,2015,Sep,30,108000000,228433663,655111538
No_code,Allied,2016,Nov,20,106000000,40098064,119266661
No_code,The Princess and the Frog,2009,Nov,25,105000000,104400899,270997378
No_code,"10,000 B.C.",2008,Mar,7,105000000,94784201,269065678
No_code,Ice Age: Collision Course,2016,Jul,1,105000000,64063008,402156682
No_code,Kingsman: The Golden Circle,2017,Sep,19,104000000,100234838,408803696
No_code,The Hangover 3,2013,May,23,103000000,112200072,362000072
No_code,A Wrinkle in Time,2018,Mar,9,103000000,100478608,133401882
No_code,Public Enemies,2009,Jul,1,102500000,97104620,212282709
No_code,Bumblebee,2018,Dec,13,102000000,127195589,465195589
No_code,Cloud Atlas,2012,Oct,26,102000000,27108272,130673154
No_code,Django Unchained,2012,Dec,25,100000000,162805434,449841566
No_code,1917,2019,Dec,25,100000000,159227644,370603379
No_code,Little Fockers,2010,Dec,22,100000000,148438600,310650574
No_code,American Gangster,2007,Nov,2,100000000,130164645,267985456
No_code,Cloudy with a Chance of Meatballs,2009,Sep,18,100000000,124870275,236827677
No_code,The Other Guys,2010,Aug,6,100000000,119219978,170936470
No_code,The Wolf of Wall Street,2013,Dec,25,100000000,116949183,389918903
No_code,Epic,2013,May,24,100000000,107518682,262794441
No_code,The Expendables 2,2012,Aug,15,100000000,85028192,311979256
No_code,Where the Wild Things Are,2009,Oct,16,100000000,77233467,99123656
No_code,Hercules,2014,Jul,23,100000000,72688614,243388614
No_code,The Tourist,2010,Dec,10,100000000,67631157,278731369
No_code,Spies in Disguise,2019,Dec,25,100000000,66757013,165138481
No_code,Surf’s Up,2007,Jun,8,100000000,58867694,145395745
No_code,Midway,2019,Nov,7,100000000,56846802,126829063
No_code,Legend of the Guardians: The Owls of Ga'Hoole,2010,Sep,24,100000000,55675313,139716717
No_code,Land of the Lost,2009,Jun,5,100000000,49438370,69548641
No_code,Wonder Park,2019,Mar,15,100000000,45216793,115112118
No_code,The Expendables 3,2014,Aug,14,100000000,39322544,209461378
No_code,Green Zone,2010,Mar,12,100000000,35497337,97523020
No_code,Geostorm,2017,Oct,13,100000000,33700160,220796009
No_code,Point Break,2015,Dec,2,100000000,28782481,126704591
No_code,Cats,2019,Dec,17,100000000,27166770,75486351
No_code,In the Heart of the Sea,2015,Nov,26,100000000,25020758,89693309
No_code,Transcendence,2014,Apr,18,100000000,23022309,103039258
No_code,Mortal Engines,2018,Dec,5,100000000,15951040,85480271
No_code,Chaos Walking,2021,Feb,3,100000000,13287908,26943020
No_code,Jin líng shí san chai,2012,Jan,20,100000000,311434,98227017
No_code,Artemis Fowl,2020,Jun,12,100000000,0,0
No_code,The Peanuts Movie,2015,Nov,5,99000000,130178411,250091610
No_code,The LEGO Movie 2: The Second Part,2019,Feb,6,99000000,105806508,190131036
No_code,Robin Hood,2018,Nov,21,99000000,30824628,85210012
No_code,Ford v. Ferrari,2019,Nov,14,97600000,117624357,224418748
No_code,Alien: Covenant,2017,May,4,97000000,74262031,238521247
No_code,Cinderella,2015,Mar,6,95000000,201151353,534551353
No_code,Ice Age: Continental Drift,2012,Jun,27,95000000,161321843,879765137
No_code,Sex and the City 2,2010,May,27,95000000,95347692,294680778
No_code,Percy Jackson & the Olympians: The Lightning Thief,2010,Feb,12,95000000,88768303,223050874
No_code,The Campaign,2012,Aug,10,95000000,86907746,104907746
No_code,Unstoppable,2010,Nov,12,95000000,81562942,165720921
No_code,The Lovely Bones,2009,Dec,11,95000000,44114232,94894448
No_code,Ben-Hur,2016,Jun,30,95000000,26410477,91669648
No_code,Seventh Son,2014,Dec,19,95000000,17725785,108874967
No_code,Kingsman: The Secret Service,2015,Jan,29,94000000,128261724,404561724
No_code,Rise of the Planet of the Apes,2011,Aug,5,93000000,176760185,470986200
No_code,The Spiderwick Chronicles,2008,Feb,14,92500000,71195053,162839667
No_code,A Good Day to Die Hard,2013,Feb,6,92000000,67349198,304249198
No_code,The Secret Life of Walter Mitty,2013,Dec,19,91000000,58236838,187861183
No_code,Jumanji: Welcome to the Jungle,2017,Dec,20,90000000,404508916,961613199
No_code,Sherlock Holmes,2009,Dec,25,90000000,209028679,498438212
No_code,Bad Boys For Life,2020,Jan,15,90000000,204417855,424536881
No_code,Ice Age: Dawn of the Dinosaurs,2009,Jul,1,90000000,196573705,886686817
No_code,Spider-Man: Into The Spider-Verse 3D,2018,Dec,12,90000000,190173195,375654619
No_code,Sonic The Hedgehog,2020,Feb,13,90000000,146066470,304961681
No_code,Rio,2011,Apr,8,90000000,143619809,487519809
No_code,Once Upon a Time…in Hollywood,2019,Jul,24,90000000,142502728,377562039
No_code,Tropic Thunder,2008,Aug,13,90000000,110515313,191145256
No_code,The Girl with the Dragon Tattoo,2011,Dec,20,90000000,102515793,239373970
No_code,You Don't Mess With the Zohan,2008,Jun,6,90000000,100018837,202910991
No_code,The Magnificent Seven,2016,Sep,12,90000000,93432655,162136124
No_code,Alvin and the Chipmunks: The Road Chip,2015,Dec,18,90000000,85886987,249517956
No_code,Valkyrie,2008,Dec,25,90000000,83107829,203932174
No_code,Pixels,2015,Jul,16,90000000,78765986,244041804
No_code,Percy Jackson: Sea of Monsters,2013,Aug,7,90000000,68559554,200859554
No_code,Now You See Me 2,2016,May,27,90000000,65075540,328325007
No_code,Tomb Raider,2018,Mar,6,90000000,58250803,273477501
No_code,Conan the Barbarian,2011,Aug,19,90000000,21295021,63356133
No_code,The Three Musketeers,2011,Oct,21,90000000,20377913,139877913
No_code,The Promise,2017,Apr,21,90000000,8224288,10551417
No_code,The Nutcracker in 3D,2010,Nov,24,90000000,195459,20466016
No_code,Bright,2017,Dec,13,90000000,0,0
No_code,Army of the Dead,2021,May,14,90000000,0,0
No_code,The Predator,2018,Sep,11,88000000,51024708,159487563
No_code,Snake Eyes: G.I. Joe Origins,2021,Jul,21,88000000,28264325,32953589
No_code,Fast & Furious,2009,Apr,2,85000000,155064265,359347833
No_code,Horton Hears a Who,2008,Mar,14,85000000,154529439,299477886
No_code,Divergent,2014,Mar,21,85000000,150947895,276014965
No_code,Hotel Transylvania,2012,Sep,27,85000000,148313048,378659142
No_code,Shazam!,2019,Apr,3,85000000,140371656,363664533
No_code,Enchanted,2007,Nov,21,85000000,127706877,340384141
No_code,Safe House,2012,Feb,8,85000000,126181630,207884401
No_code,I Now Pronounce You Chuck and Larry,2007,Jul,20,85000000,119725280,185708462
No_code,Ocean's Thirteen,2007,Jun,8,85000000,117144465,311744465
No_code,It’s Complicated,2009,Dec,25,85000000,112735375,224614744
No_code,Tower Heist,2011,Nov,4,85000000,78046570,150422946
No_code,Mirror Mirror,2012,Mar,15,85000000,64935167,173613482
No_code,Arthur Christmas,2011,Nov,11,85000000,46462469,148947564
No_code,xXx: Return of Xander Cage,2017,Jan,19,85000000,44898413,345033359
No_code,Cats & Dogs: The Revenge of Kitty Galore,2010,Jul,30,85000000,43585753,113026383
No_code,Zodiac,2007,Mar,2,85000000,33080084,83080084
No_code,Scott Pilgrim vs. The World,2010,Aug,13,85000000,32841100,49286548
No_code,The Greatest Showman,2017,Dec,11,84000000,174340174,434473253
